300 300
193 38 94
193 39 3
193 40 65
193 41 24
193 42 8
193 43 44
193 44 58
193 45 27
193 46 88
193 47 8
193 48 87
193 49 85
193 50 92
193 51 3
193 52 15
193 53 16
193 54 47
193 55 79
193 56 80
193 57 23
193 58 47
193 59 67
193 60 57
193 61 11
193 62 56
193 63 31
193 64 27
193 65 69
193 66 97
193 67 93
193 68 86
193 69 86
193 70 30
193 71 28
193 72 27
193 73 19
193 74 34
193 75 56
193 76 22
193 77 40
193 78 40
193 79 7
193 80 54
193 81 43
193 82 4
193 83 19
193 84 30
193 85 70
193 86 84
193 87 91
193 88 53
193 89 52
193 90 93
193 91 40
193 92 61
193 93 85
193 94 43
193 95 57
193 96 83
193 97 32
193 98 25
193 99 1
193 100 59
193 101 94
193 102 35
193 103 7
193 104 87
193 105 40
193 106 65
193 107 57
193 108 83
193 109 51
193 110 70
193 111 51
193 112 77
193 113 96
193 114 5
193 115 94
193 116 39
193 117 98
193 118 41
193 119 11
193 120 96
193 121 40
193 122 34
193 123 72
193 124 56
193 125 27
193 126 96
193 127 88
193 128 13
193 129 55
193 130 35
193 131 63
193 132 18
193 133 92
193 134 90
193 135 36
193 136 86
193 137 61
193 138 71
193 139 95
193 140 24
193 141 95
193 142 97
193 143 44
193 144 67
193 145 5
193 146 5
193 147 59
193 148 81
193 149 11
193 150 53
193 151 11
193 152 89
193 153 39
193 154 71
193 155 97
193 156 79
193 157 0
193 158 19
193 159 49
193 160 66
193 161 9
193 162 96
193 163 66
193 164 10
193 165 78
193 166 30
193 167 88
193 168 39
193 169 58
193 170 3
193 171 55
193 172 31
193 173 19
193 174 65
193 175 17
193 176 54
193 177 10
193 178 16
193 179 21
193 180 82
193 181 83
193 182 65
193 183 49
193 184 47
193 185 29
193 186 15
193 187 17
193 188 73
193 189 29
193 190 38
193 191 98
193 192 85
193 193 62
193 194 16
193 195 46
193 196 73
193 197 37
193 198 67
193 199 19
193 200 27
193 201 86
193 202 26
193 203 67
193 204 28
193 205 36
193 206 62
193 207 33
193 208 12
193 209 96
193 210 47
193 211 94
193 212 49
193 213 85
193 214 95
193 215 59
193 216 46
193 217 18
193 218 74
193 219 64
193 220 17
193 221 25
193 222 35
193 223 45
193 224 25
193 225 12
193 226 65
193 227 81
193 228 49
193 229 73
193 230 15
193 231 91
193 232 62
193 233 41
193 234 58
193 235 82
193 236 70
193 237 45
193 238 71
193 239 28
193 240 83
193 241 35
193 242 2
193 243 21
193 244 61
193 245 94
193 246 55
193 247 3
193 248 37
193 249 96
193 250 11
193 251 47
193 252 35
193 253 3
193 254 96
193 255 17
193 256 58
193 257 93
193 258 73
193 259 16
193 260 26
193 261 10
193 262 92
193 263 57
193 264 48
193 265 45
193 266 7
193 267 52
193 268 98
193 269 75
193 270 17
193 271 34
193 272 33
193 273 68
193 274 83
193 275 72
193 276 47
193 277 12
193 278 47
193 279 2
193 280 44
193 281 59
193 282 72
193 283 75
193 284 91
193 285 22
193 286 82
193 287 40
193 288 48
193 289 39
193 290 78
193 291 37
193 292 82
193 293 33
193 294 95
193 295 36
193 296 48
193 297 89
193 298 86
193 299 94
194 0 43
194 1 82
194 2 96
194 3 96
194 4 96
194 5 95
194 6 8
194 7 33
194 8 58
194 9 55
194 10 97
194 11 98
194 12 96
194 13 36
194 14 56
194 15 37
194 16 79
194 17 8
194 18 12
194 19 83
194 20 24
194 21 18
194 22 90
194 23 32
194 24 76
194 25 40
194 26 95
194 27 95
194 28 68
194 29 89
194 30 62
194 31 51
194 32 10
194 33 14
194 34 72
194 35 2
194 36 97
194 37 29
194 38 3
194 39 4
194 40 4
194 41 62
194 42 24
194 43 23
194 44 7
194 45 5
194 46 79
194 47 64
194 48 81
194 49 79
194 50 53
194 51 45
194 52 11
194 53 10
194 54 5
194 55 62
194 56 20
194 57 15
194 58 23
194 59 42
194 60 0
194 61 34
194 62 93
194 63 83
194 64 76
194 65 91
194 66 27
194 67 24
194 68 25
194 69 96
194 70 91
194 71 57
194 72 21
194 73 34
194 74 35
194 75 74
194 76 69
194 77 70
194 78 9
194 79 24
194 80 89
194 81 26
194 82 46
194 83 21
194 84 83
194 85 89
194 86 68
194 87 9
194 88 35
194 89 29
194 90 5
194 91 33
194 92 52
194 93 46
194 94 67
194 95 18
194 96 82
194 97 37
194 98 93
194 99 29
194 100 70
194 101 28
194 102 49
194 103 19
194 104 91
194 105 60
194 106 77
194 107 24
194 108 51
194 109 27
194 110 92
194 111 59
194 112 18
194 113 67
194 114 22
194 115 52
194 116 12
194 117 91
194 118 87
194 119 83
194 120 9
194 121 7
194 122 66
194 123 9
194 124 71
194 125 35
194 126 94
194 127 87
194 128 93
194 129 27
194 130 35
194 131 35
194 132 47
194 133 82
194 134 19
194 135 67
194 136 47
194 137 28
194 138 93
194 139 22
194 140 86
194 141 23
194 142 77
194 143 18
194 144 29
194 145 27
194 146 53
194 147 63
194 148 70
194 149 54
194 150 13
194 151 87
194 152 35
194 153 83
194 154 75
194 155 41
194 156 96
194 157 94
194 158 56
194 159 97
194 160 92
194 161 17
194 162 98
194 163 97
194 164 75
194 165 6
194 166 8
194 167 74
194 168 64
194 169 44
194 170 48
194 171 39
194 172 48
194 173 12
194 174 14
194 175 39
194 176 28
194 177 36
194 178 70
194 179 58
194 180 24
194 181 70
194 182 32
194 183 85
194 184 34
194 185 36
194 186 89
194 187 39
194 188 3
194 189 42
194 190 22
194 191 90
194 192 83
194 193 88
194 194 71
194 195 76
194 196 36
194 197 9
194 198 1
194 199 30
194 200 92
194 201 14
194 202 19
194 203 12
194 204 7
194 205 29
194 206 15
194 207 33
194 208 21
194 209 66
194 210 22
194 211 34
194 212 26
194 213 60
194 214 52
194 215 42
194 216 30
194 217 82
194 218 33
194 219 30
194 220 18
194 221 24
194 222 46
194 223 90
194 224 6
194 225 17
194 226 17
194 227 33
194 228 93
194 229 73
194 230 40
194 231 95
194 232 24
194 233 33
194 234 15
194 235 14
194 236 46
194 237 59
194 238 70
194 239 45
194 240 30
194 241 64
194 242 16
194 243 67
194 244 20
194 245 17
194 246 85
194 247 84
194 248 50
194 249 14
194 250 60
194 251 66
194 252 80
194 253 1
194 254 4
194 255 15
194 256 91
194 257 34
194 258 30
194 259 24
194 260 18
194 261 19
194 262 97
194 263 98
194 264 68
194 265 49
194 266 27
194 267 51
194 268 84
194 269 5
194 270 6
194 271 22
194 272 81
194 273 27
194 274 29
194 275 86
194 276 8
194 277 23
194 278 1
194 279 76
194 280 91
194 281 54
194 282 22
194 283 67
194 284 91
194 285 59
194 286 97
194 287 54
194 288 53
194 289 91
194 290 20
194 291 75
194 292 4
194 293 74
194 294 10
194 295 80
194 296 91
194 297 36
194 298 43
194 299 19
195 0 88
195 1 53
195 2 3
195 3 8
195 4 26
195 5 58
195 6 86
195 7 52
195 8 64
195 9 64
195 10 22
195 11 83
195 12 42
195 13 4
195 14 7
195 15 0
195 16 92
195 17 0
195 18 91
195 19 21
195 20 53
195 21 61
195 22 36
195 23 48
195 24 29
195 25 68
195 26 9
195 27 21
195 28 0
195 29 58
195 30 65
195 31 28
195 32 11
195 33 9
195 34 39
195 35 3
195 36 14
195 37 33
195 38 89
195 39 97
195 40 17
195 41 45
195 42 19
195 43 75
195 44 49
195 45 36
195 46 82
195 47 15
195 48 73
195 49 79
195 50 31
195 51 58
195 52 78
195 53 20
195 54 77
195 55 61
195 56 42
195 57 78
195 58 33
195 59 23
195 60 51
195 61 47
195 62 84
195 63 66
195 64 96
195 65 59
195 66 46
195 67 6
195 68 50
195 69 36
195 70 41
195 71 80
195 72 45
195 73 42
195 74 27
195 75 62
195 76 43
195 77 18
195 78 16
195 79 86
195 80 81
195 81 16
195 82 37
195 83 22
195 84 38
195 85 37
195 86 86
195 87 20
195 88 87
195 89 75
195 90 23
195 91 58
195 92 80
195 93 6
195 94 48
195 95 18
195 96 77
195 97 92
195 98 8
195 99 83
195 100 28
195 101 34
195 102 78
195 103 49
195 104 6
195 105 79
195 106 59
195 107 74
195 108 4
195 109 95
195 110 56
195 111 69
195 112 17
195 113 18
195 114 69
195 115 90
195 116 81
195 117 56
195 118 70
195 119 5
195 120 97
195 121 15
195 122 29
195 123 29
195 124 73
195 125 52
195 126 73
195 127 73
195 128 18
195 129 2
195 130 41
195 131 1
195 132 75
195 133 95
195 134 18
195 135 45
195 136 51
195 137 45
195 138 45
195 139 29
195 140 52
195 141 50
195 142 73
195 143 64
195 144 31
195 145 16
195 146 29
195 147 66
195 148 95
195 149 35
195 150 46
195 151 45
195 152 85
195 153 23
195 154 72
195 155 3
195 156 69
195 157 71
195 158 51
195 159 41
195 160 16
195 161 35
195 162 89
195 163 69
195 164 64
195 165 15
195 166 25
195 167 64
195 168 94
195 169 90
195 170 28
195 171 69
195 172 97
195 173 57
195 174 47
195 175 13
195 176 67
195 177 46
195 178 39
195 179 9
195 180 71
195 181 29
195 182 60
195 183 79
195 184 21
195 185 9
195 186 1
195 187 42
195 188 63
195 189 24
195 190 30
195 191 23
195 192 58
195 193 38
195 194 95
195 195 29
195 196 59
195 197 90
195 198 10
195 199 80
195 200 14
195 201 31
195 202 7
195 203 16
195 204 85
195 205 23
195 206 59
195 207 20
195 208 31
195 209 37
195 210 20
195 211 66
195 212 5
195 213 19
195 214 70
195 215 36
195 216 11
195 217 56
195 218 5
195 219 40
195 220 7
195 221 26
195 222 24
195 223 13
195 224 30
195 225 31
195 226 29
195 227 80
195 228 8
195 229 69
195 230 50
195 231 87
195 232 45
195 233 87
195 234 8
195 235 52
195 236 11
195 237 52
195 238 57
195 239 80
195 240 56
195 241 66
195 242 34
195 243 28
195 244 31
195 245 74
195 246 12
195 247 45
195 248 3
195 249 25
195 250 84
195 251 8
195 252 56
195 253 73
195 254 66
195 255 96
195 256 78
195 257 79
195 258 28
195 259 26
195 260 41
195 261 29
195 262 80
195 263 87
195 264 88
195 265 46
195 266 16
195 267 16
195 268 82
195 269 4
195 270 32
195 271 41
195 272 76
195 273 4
195 274 80
195 275 77
195 276 25
195 277 89
195 278 61
195 279 65
195 280 78
195 281 75
195 282 90
195 283 72
195 284 82
195 285 13
195 286 36
195 287 3
195 288 12
195 289 70
195 290 12
195 291 15
195 292 47
195 293 14
195 294 14
195 295 0
195 296 33
195 297 0
195 298 92
195 299 26
196 0 93
196 1 60
196 2 40
196 3 11
196 4 46
196 5 36
196 6 65
196 7 91
196 8 76
196 9 16
196 10 49
196 11 48
196 12 81
196 13 79
196 14 31
196 15 47
196 16 46
196 17 18
196 18 29
196 19 57
196 20 87
196 21 80
196 22 33
196 23 10
196 24 70
196 25 17
196 26 94
196 27 1
196 28 40
196 29 15
196 30 63
196 31 1
196 32 31
196 33 85
196 34 12
196 35 10
196 36 16
196 37 64
196 38 85
196 39 51
196 40 28
196 41 20
196 42 61
196 43 44
196 44 66
196 45 53
196 46 48
196 47 29
196 48 35
196 49 88
196 50 24
196 51 71
196 52 7
196 53 53
196 54 13
196 55 22
196 56 2
196 57 13
196 58 71
196 59 36
196 60 53
196 61 84
196 62 4
196 63 13
196 64 19
196 65 15
196 66 22
196 67 17
196 68 89
196 69 48
196 70 48
196 71 83
196 72 74
196 73 81
196 74 32
196 75 68
196 76 95
196 77 46
196 78 35
196 79 37
196 80 79
196 81 11
196 82 34
196 83 9
196 84 22
196 85 60
196 86 26
196 87 67
196 88 80
196 89 98
196 90 3
196 91 81
196 92 20
196 93 51
196 94 7
196 95 38
196 96 40
196 97 34
196 98 71
196 99 20
196 100 33
196 101 11
196 102 74
196 103 25
196 104 41
196 105 36
196 106 90
196 107 73
196 108 32
196 109 2
196 110 89
196 111 52
196 112 11
196 113 37
196 114 52
196 115 83
196 116 3
196 117 13
196 118 6
196 119 16
196 120 60
196 121 65
196 122 67
196 123 27
196 124 57
196 125 37
196 126 0
196 127 3
196 128 18
196 129 47
196 130 70
196 131 52
196 132 63
196 133 80
196 134 58
196 135 38
196 136 81
196 137 71
196 138 85
196 139 77
196 140 58
196 141 82
196 142 66
196 143 57
196 144 55
196 145 53
196 146 98
196 147 28
196 148 28
196 149 72
196 150 31
196 151 92
196 152 92
196 153 89
196 154 36
196 155 24
196 156 23
196 157 90
196 158 43
196 159 95
196 160 27
196 161 31
196 162 88
196 163 9
196 164 39
196 165 28
196 166 87
196 167 7
196 168 16
196 169 68
196 170 97
196 171 55
196 172 30
196 173 43
196 174 70
196 175 58
196 176 36
196 177 16
196 178 90
196 179 42
196 180 62
196 181 48
196 182 96
196 183 50
196 184 86
196 185 54
196 186 76
196 187 10
196 188 66
196 189 95
196 190 7
196 191 45
196 192 72
196 193 33
196 194 80
196 195 23
196 196 91
196 197 3
196 198 69
196 199 73
196 200 36
196 201 13
196 202 81
196 203 75
196 204 79
196 205 23
196 206 3
196 207 21
196 208 79
196 209 8
196 210 42
196 211 37
196 212 42
196 213 22
196 214 27
196 215 17
196 216 13
196 217 59
196 218 54
196 219 48
196 220 43
196 221 97
196 222 95
196 223 43
196 224 1
196 225 27
196 226 29
196 227 54
196 228 2
196 229 57
196 230 77
196 231 10
196 232 44
196 233 12
196 234 67
196 235 74
196 236 25
196 237 20
196 238 50
196 239 55
196 240 91
196 241 44
196 242 15
196 243 47
196 244 37
196 245 86
196 246 43
196 247 64
196 248 62
196 249 85
196 250 4
196 251 18
196 252 4
196 253 34
196 254 76
196 255 95
196 256 22
196 257 84
196 258 97
196 259 44
196 260 5
196 261 44
196 262 82
196 263 84
196 264 64
196 265 36
196 266 29
196 267 90
196 268 19
196 269 50
196 270 89
196 271 13
196 272 47
196 273 90
196 274 63
196 275 95
196 276 30
196 277 82
196 278 71
196 279 37
196 280 52
196 281 13
196 282 17
196 283 4
196 284 81
196 285 64
196 286 15
196 287 37
196 288 58
196 289 43
196 290 35
196 291 45
196 292 43
196 293 75
196 294 4
196 295 1
196 296 91
196 297 76
196 298 49
196 299 32
197 0 47
197 1 73
197 2 7
197 3 53
197 4 92
197 5 64
197 6 0
197 7 78
197 8 31
197 9 60
197 10 15
197 11 9
197 12 65
197 13 69
197 14 78
197 15 88
197 16 60
197 17 43
197 18 39
197 19 74
197 20 43
197 21 87
197 22 29
197 23 25
197 24 4
197 25 54
197 26 95
197 27 21
197 28 6
197 29 89
197 30 45
197 31 39
197 32 26
197 33 94
197 34 3
197 35 74
197 36 66
197 37 39
197 38 74
197 39 77
197 40 61
197 41 74
197 42 79
197 43 88
197 44 21
197 45 1
197 46 12
197 47 94
197 48 50
197 49 19
197 50 15
197 51 75
197 52 55
197 53 87
197 54 24
197 55 23
197 56 78
197 57 7
197 58 48
197 59 3
197 60 39
197 61 37
197 62 81
197 63 97
197 64 86
197 65 91
197 66 27
197 67 59
197 68 52
197 69 19
197 70 21
197 71 88
197 72 41
197 73 16
197 74 97
197 75 38
197 76 96
197 77 1
197 78 31
197 79 69
197 80 31
197 81 27
197 82 54
197 83 51
197 84 88
197 85 1
197 86 27
197 87 95
197 88 5
197 89 13
197 90 13
197 91 35
197 92 13
197 93 44
197 94 43
197 95 54
197 96 18
197 97 85
197 98 71
197 99 88
197 100 43
197 101 42
197 102 69
197 103 38
197 104 48
197 105 4
197 106 94
197 107 72
197 108 16
197 109 81
197 110 85
197 111 93
197 112 90
197 113 97
197 114 23
197 115 25
197 116 22
197 117 16
197 118 89
197 119 55
197 120 59
197 121 37
197 122 23
197 123 75
197 124 54
197 125 81
197 126 25
197 127 75
197 128 60
197 129 36
197 130 84
197 131 90
197 132 72
197 133 3
197 134 13
197 135 94
197 136 64
197 137 47
197 138 1
197 139 24
197 140 29
197 141 62
197 142 96
197 143 14
197 144 8
197 145 45
197 146 22
197 147 28
197 148 31
197 149 77
197 150 2
197 151 25
197 152 74
197 153 39
197 154 84
197 155 12
197 156 55
197 157 98
197 158 86
197 159 21
197 160 64
197 161 0
197 162 60
197 163 46
197 164 69
197 165 88
197 166 11
197 167 28
197 168 62
197 169 40
197 170 22
197 171 14
197 172 60
197 173 66
197 174 67
197 175 12
197 176 18
197 177 96
197 178 66
197 179 94
197 180 85
197 181 74
197 182 23
197 183 57
197 184 59
197 185 42
197 186 71
197 187 85
197 188 98
197 189 77
197 190 51
197 191 93
197 192 28
197 193 36
197 194 58
197 195 7
197 196 82
197 197 70
197 198 13
197 199 55
197 200 84
197 201 24
197 202 31
197 203 42
197 204 51
197 205 42
197 206 61
197 207 64
197 208 67
197 209 20
197 210 52
197 211 42
197 212 66
197 213 60
197 214 41
197 215 43
197 216 85
197 217 66
197 218 0
197 219 89
197 220 33
197 221 76
197 222 19
197 223 83
197 224 44
197 225 19
197 226 96
197 227 53
197 228 92
197 229 63
197 230 81
197 231 36
197 232 58
197 233 95
197 234 70
197 235 80
197 236 57
197 237 27
197 238 68
197 239 71
197 240 12
197 241 0
197 242 57
197 243 34
197 244 34
197 245 32
197 246 16
197 247 54
197 248 6
197 249 6
197 250 33
197 251 94
197 252 68
197 253 85
197 254 16
197 255 47
197 256 18
197 257 33
197 258 17
197 259 16
197 260 43
197 261 37
197 262 94
197 263 67
197 264 1
197 265 64
197 266 84
197 267 54
197 268 15
197 269 0
197 270 27
197 271 13
197 272 7
197 273 85
197 274 12
197 275 58
197 276 91
197 277 76
197 278 21
197 279 18
197 280 43
197 281 86
197 282 45
197 283 40
197 284 15
197 285 97
197 286 36
197 287 50
197 288 7
197 289 16
197 290 47
197 291 47
197 292 12
197 293 25
197 294 80
197 295 57
197 296 88
197 297 59
197 298 24
197 299 38
198 0 60
198 1 82
198 2 46
198 3 95
198 4 36
198 5 49
198 6 35
198 7 16
198 8 59
198 9 74
198 10 22
198 11 51
198 12 8
198 13 7
198 14 73
198 15 28
198 16 26
198 17 60
198 18 15
198 19 46
198 20 59
198 21 67
198 22 39
198 23 69
198 24 33
198 25 19
198 26 72
198 27 68
198 28 40
198 29 97
198 30 29
198 31 86
198 32 86
198 33 65
198 34 39
198 35 83
198 36 61
198 37 13
198 38 18
198 39 80
198 40 56
198 41 79
198 42 39
198 43 94
198 44 86
198 45 68
198 46 37
198 47 50
198 48 64
198 49 18
198 50 86
198 51 76
198 52 27
198 53 57
198 54 98
198 55 9
198 56 80
198 57 44
198 58 83
198 59 66
198 60 15
198 61 20
198 62 28
198 63 69
198 64 94
198 65 35
198 66 59
198 67 82
198 68 24
198 69 43
198 70 83
198 71 97
198 72 35
198 73 48
198 74 64
198 75 4
198 76 50
198 77 68
198 78 73
198 79 3
198 80 59
198 81 31
198 82 47
198 83 79
198 84 30
198 85 21
198 86 54
198 87 46
198 88 79
198 89 13
198 90 96
198 91 88
198 92 74
198 93 10
198 94 43
198 95 39
198 96 78
198 97 66
198 98 18
198 99 83
198 100 89
198 101 75
198 102 26
198 103 37
198 104 24
198 105 87
198 106 21
198 107 50
198 108 2
198 109 45
198 110 46
198 111 52
198 112 96
198 113 3
198 114 68
198 115 5
198 116 68
198 117 46
198 118 89
198 119 49
198 120 73
198 121 60
198 122 31
198 123 66
198 124 95
198 125 54
198 126 70
198 127 94
198 128 28
198 129 39
198 130 90
198 131 40
198 132 17
198 133 33
198 134 78
198 135 77
198 136 87
198 137 66
198 138 3
198 139 14
198 140 47
198 141 74
198 142 60
198 143 27
198 144 44
198 145 88
198 146 20
198 147 15
198 148 98
198 149 20
198 150 37
198 151 34
198 152 55
198 153 38
198 154 36
198 155 13
198 156 78
198 157 79
198 158 5
198 159 63
198 160 27
198 161 27
198 162 73
198 163 23
198 164 27
198 165 93
198 166 45
198 167 64
198 168 87
198 169 72
198 170 68
198 171 24
198 172 81
198 173 54
198 174 17
198 175 52
198 176 15
198 177 93
198 178 40
198 179 94
198 180 85
198 181 46
198 182 73
198 183 59
198 184 36
198 185 98
198 186 36
198 187 5
198 188 40
198 189 36
198 190 64
198 191 23
198 192 94
198 193 14
198 194 0
198 195 87
198 196 53
198 197 64
198 198 28
198 199 30
198 200 82
198 201 43
198 202 90
198 203 38
198 204 3
198 205 46
198 206 61
198 207 62
198 208 88
198 209 48
198 210 97
198 211 44
198 212 43
198 213 98
198 214 48
198 215 55
198 216 62
198 217 8
198 218 68
198 219 23
198 220 58
198 221 75
198 222 24
198 223 9
198 224 97
198 225 43
198 226 9
198 227 49
198 228 24
198 229 83
198 230 44
198 231 9
198 232 7
198 233 22
198 234 87
198 235 10
198 236 55
198 237 3
198 238 58
198 239 29
198 240 34
198 241 40
198 242 94
198 243 86
198 244 76
198 245 66
198 246 84
198 247 58
198 248 65
198 249 56
198 250 88
198 251 62
198 252 11
198 253 19
198 254 34
198 255 61
198 256 81
198 257 45
198 258 18
198 259 49
198 260 56
198 261 9
198 262 5
198 263 56
198 264 27
198 265 20
198 266 42
198 267 79
198 268 89
198 269 12
198 270 70
198 271 56
198 272 27
198 273 68
198 274 74
198 275 74
198 276 1
198 277 38
198 278 71
198 279 35
198 280 20
198 281 4
198 282 83
198 283 4
198 284 29
198 285 66
198 286 62
198 287 18
198 288 8
198 289 38
198 290 16
198 291 14
198 292 21
198 293 17
198 294 95
198 295 6
198 296 74
198 297 76
198 298 62
198 299 81
199 0 92
199 1 29
199 2 75
199 3 25
199 4 26
199 5 23
199 6 24
199 7 39
199 8 89
199 9 8
199 10 67
199 11 35
199 12 11
199 13 5
199 14 39
199 15 2
199 16 6
199 17 19
199 18 78
199 19 38
199 20 53
199 21 19
199 22 21
199 23 10
199 24 84
199 25 22
199 26 39
199 27 24
199 28 18
199 29 1
199 30 29
199 31 2
199 32 91
199 33 7
199 34 49
199 35 77
199 36 97
199 37 21
199 38 63
199 39 41
199 40 47
199 41 64
199 42 20
199 43 73
199 44 14
199 45 40
199 46 24
199 47 25
199 48 91
199 49 92
199 50 46
199 51 69
199 52 69
199 53 2
199 54 16
199 55 27
199 56 46
199 57 22
199 58 3
199 59 28
199 60 27
199 61 2
199 62 75
199 63 10
199 64 73
199 65 52
199 66 4
199 67 78
199 68 85
199 69 47
199 70 90
199 71 62
199 72 6
199 73 35
199 74 12
199 75 33
199 76 49
199 77 3
199 78 53
199 79 38
199 80 83
199 81 47
199 82 93
199 83 11
199 84 28
199 85 74
199 86 70
199 87 5
199 88 53
199 89 90
199 90 5
199 91 85
199 92 35
199 93 54
199 94 9
199 95 5
199 96 67
199 97 30
199 98 81
199 99 24
199 100 88
199 101 5
199 102 25
199 103 9
199 104 9
199 105 32
199 106 22
199 107 85
199 108 43
199 109 31
199 110 13
199 111 85
199 112 1
199 113 69
199 114 67
199 115 52
199 116 32
199 117 38
199 118 46
199 119 41
199 120 28
199 121 57
199 122 93
199 123 13
199 124 54
199 125 85
199 126 27
199 127 92
199 128 68
199 129 59
199 130 36
199 131 15
199 132 92
199 133 52
199 134 18
199 135 90
199 136 56
199 137 95
199 138 51
199 139 45
199 140 74
199 141 53
199 142 10
199 143 96
199 144 64
199 145 19
199 146 43
199 147 48
199 148 41
199 149 28
199 150 80
199 151 95
199 152 5
199 153 31
199 154 1
199 155 49
199 156 63
199 157 0
199 158 34
199 159 2
199 160 24
199 161 75
199 162 0
199 163 98
199 164 55
199 165 81
199 166 58
199 167 26
199 168 46
199 169 38
199 170 67
199 171 94
199 172 48
199 173 0
199 174 12
199 175 1
199 176 82
199 177 39
199 178 74
199 179 32
199 180 14
199 181 3
199 182 15
199 183 7
199 184 66
199 185 55
199 186 4
199 187 32
199 188 39
199 189 1
199 190 43
199 191 76
199 192 8
199 193 53
199 194 70
199 195 47
199 196 85
199 197 48
199 198 78
199 199 70
199 200 6
199 201 6
199 202 2
199 203 78
199 204 61
199 205 56
199 206 3
199 207 38
199 208 38
199 209 63
199 210 91
199 211 2
199 212 90
199 213 9
199 214 98
199 215 42
199 216 25
199 217 62
199 218 23
199 219 5
199 220 79
199 221 16
199 222 18
199 223 11
199 224 21
199 225 66
199 226 46
199 227 4
199 228 17
199 229 82
199 230 30
199 231 46
199 232 85
199 233 43
199 234 44
199 235 70
199 236 53
199 237 64
199 238 49
199 239 40
199 240 43
199 241 85
199 242 18
199 243 19
199 244 39
199 245 52
199 246 58
199 247 4
199 248 63
199 249 18
199 250 52
199 251 96
199 252 52
199 253 12
199 254 86
199 255 77
199 256 12
199 257 54
199 258 82
199 259 21
199 260 71
199 261 48
199 262 6
199 263 26
199 264 11
199 265 27
199 266 89
199 267 12
199 268 76
199 269 75
199 270 58
199 271 34
199 272 32
199 273 10
199 274 48
199 275 17
199 276 22
199 277 48
199 278 83
199 279 83
199 280 93
199 281 42
199 282 34
199 283 61
199 284 49
199 285 52
199 286 65
199 287 26
199 288 87
199 289 53
199 290 72
199 291 91
199 292 60
199 293 97
199 294 42
199 295 76
199 296 75
199 297 95
199 298 35
199 299 93
200 0 45
200 1 95
200 2 61
200 3 76
200 4 34
200 5 64
200 6 28
200 7 19
200 8 39
200 9 97
200 10 19
200 11 74
200 12 64
200 13 26
200 14 61
200 15 85
200 16 73
200 17 80
200 18 11
200 19 31
200 20 71
200 21 31
200 22 48
200 23 80
200 24 45
200 25 37
200 26 21
200 27 59
200 28 56
200 29 65
200 30 92
200 31 31
200 32 25
200 33 32
200 34 42
200 35 67
200 36 21
200 37 78
200 38 64
200 39 69
200 40 43
200 41 97
200 42 96
200 43 53
200 44 4
200 45 37
200 46 5
200 47 87
200 48 46
200 49 18
200 50 60
200 51 36
200 52 93
200 53 75
200 54 87
200 55 36
200 56 91
200 57 29
200 58 35
200 59 21
200 60 79
200 61 71
200 62 2
200 63 14
200 64 19
200 65 22
200 66 21
200 67 31
200 68 38
200 69 15
200 70 97
200 71 51
200 72 14
200 73 6
200 74 71
200 75 28
200 76 26
200 77 87
200 78 67
200 79 95
200 80 60
200 81 3
200 82 50
200 83 85
200 84 8
200 85 54
200 86 14
200 87 50
200 88 96
200 89 62
200 90 45
200 91 0
200 92 49
200 93 46
200 94 15
200 95 48
200 96 28
200 97 0
200 98 83
200 99 32
200 100 23
200 101 22
200 102 61
200 103 75
200 104 12
200 105 43
200 106 2
200 107 14
200 108 96
200 109 89
200 110 9
200 111 51
200 112 50
200 113 77
200 114 96
200 115 98
200 116 92
200 117 93
200 118 35
200 119 48
200 120 79
200 121 88
200 122 4
200 123 63
200 124 30
200 125 9
200 126 73
200 127 70
200 128 71
200 129 24
200 130 14
200 131 68
200 132 58
200 133 12
200 134 88
200 135 72
200 136 23
200 137 73
200 138 61
200 139 10
200 140 63
200 141 21
200 142 20
200 143 16
200 144 96
200 145 89
200 146 49
200 147 40
200 148 16
200 149 23
200 150 81
200 151 96
200 152 52
200 153 24
200 154 87
200 155 24
200 156 47
200 157 48
200 158 42
200 159 17
200 160 60
200 161 37
200 162 59
200 163 30
200 164 51
200 165 0
200 166 51
200 167 0
200 168 11
200 169 44
200 170 52
200 171 13
200 172 60
200 173 15
200 174 52
200 175 23
200 176 29
200 177 5
200 178 21
200 179 37
200 180 92
200 181 82
200 182 93
200 183 30
200 184 41
200 185 32
200 186 20
200 187 76
200 188 90
200 189 30
200 190 62
200 191 40
200 192 8
200 193 98
200 194 65
200 195 90
200 196 66
200 197 41
200 198 45
200 199 40
200 200 92
200 201 46
200 202 14
200 203 33
200 204 36
200 205 69
200 206 93
200 207 68
200 208 68
200 209 96
200 210 77
200 211 79
200 212 7
200 213 94
200 214 68
200 215 88
200 216 86
200 217 29
200 218 35
200 219 12
200 220 84
200 221 48
200 222 80
200 223 5
200 224 50
200 225 14
200 226 70
200 227 43
200 228 86
200 229 3
200 230 45
200 231 69
200 232 51
200 233 87
200 234 49
200 235 65
200 236 85
200 237 79
200 238 95
200 239 70
200 240 53
200 241 61
200 242 51
200 243 73
200 244 35
200 245 55
200 246 60
200 247 84
200 248 63
200 249 54
200 250 43
200 251 23
200 252 87
200 253 90
200 254 48
200 255 94
200 256 51
200 257 22
200 258 28
200 259 15
200 260 28
200 261 23
200 262 72
200 263 32
200 264 17
200 265 65
200 266 10
200 267 49
200 268 47
200 269 53
